ProductId,Summary_Text,Sentiment,Predictions
B006MONQMC,"Not What it Appears to Be ""Rah-rah for this dose of sunshine, bursting with its delicious thirst-quenching combination of tropical fruit punches.""  .. or maybe not.<br /><br />Nutritious?  The implied claim is that it contains ""combination of tropical fruit punches."" There are no actual juices in the product.  It chemically flavored, artificially sweetened water. I do not consider myself a health food snob, but to call this nutritious is a stretch.  There are a few vitamins, but C is the only that is included at 100% of the RDA.  The others are less than 50%.  If it's vitamin you want, a multivitamin tablet would serve you much better.  The label touts that is provides ""electrolytes"" but the fine print says 0mg of sodium and that it is ""not a significant source"" of potassium. These are one of the two key electrolytes you want a drink to provide.<br /><br />Delicious? Whether this is delicious is probably a matter of opinion.  To me it tasted exactly like cherry Kool-Aid.  If you like that taste, and I don't, you might like this.<br /><br />Energy?  It contains 40mg of ""natural"" caffeine.  I've never heard of unnatural caffeine, so this is clearly an overstatement, to try to convince you of some health benefits.  Will 40 mg of caffeine give you an energy boost?  A standard cup of coffee can have 100 - 200mg of caffeine.  At Starbucks Grande has 300mg.  If a couple of sips of coffee give you an energy boost than this will too.  I did not feel any.<br /><br />Other Issues?  The bottle is double sealed.  An external wrapper seal, and an internally one that you have to pull off.  However, once opened, the bottle leaks, even with the cap on tight.  At least mine did.  What make it worse is this come out like bright red paint. I got some on my desk at work (plastic modular furniture, not wood) and it left a stain that I cannot get out.  I suspect that if you get this on clothing, it will be permanent.<br /><br />Overall I see nothing to recommend about this product.  I am also disappointed that the seem to be making claims that I feel are not backed up by the contents of this product.",-1,-1
B006MONQMC,"My wife likes, but im not a fan. So i wanted to be fair - i was originally going to give this a 2 or 3 stars but my wife said she really likes it so i gave it 4 (because of how much she likes it).<br /><br />Wife - taste is great. real fruit punch flavor, doesnt taste vitaminy or weird flavored<br />Me - eh.. has a weird artificial taste.<br />Wife - functions as it states.. she does roller derby and uses this before practices. she loves how its liquid and easy to transport and use. she can add more or less accordingly.<br />Me - i used this before doing some heavy home repairs and didnt see much. i didnt like the fact it has caffeine in it.<br /><br />She would get it again, I - not so much.<br />Go figure.",1,1
B006MONQMC,"Good taste, a bit tough to open This formula is good tasting and very easy to mix with wter - just pour and drink.  It is a bit tough to unseal and to remove the protective inner seal (which opens the spout), but once those protective measures are overcome you're ready to drink.",1,1
B006MONQMC,"tasty vitamin boost I was already familiar with the MIO water enhancers - this appears to be more of the same except with more of an emphasis on the supplemental vitamins and minerals. It takes a few times to figure out the amount that needs to be squeezed in order to achieve the optimum taste. Having figured that out to MY taste by trial and error, I am enjoying this product and it certainly seems to give me a boost of energy for my workout. I have tended to drink it beforehand rather than during. The taste is pleasant and not at all chemically. It's worth checking out.",1,-1
B006MONQMC,"De-Lish!  Great product with a nice flavor! I really love this one -- unlike the water flavors one finds in supermarkets, this one is BIG!  No reason to be shy, or a worrry  about running out.<br /><br />The fruit punch flavor is great for morning use, and will give you a ""lift"" , you can control the ""lift""  depending upon how many squirts you might prefer.<br /><br />It is also nice when nused with home soda makers ( or club soda...) and is sensational when added to an ice cube tray, and used in a blended fashion with product and water.<br /><br />I will be trying other flavors soon.  This is yummy, and it works!  One of the best new products I have tried this year.",1,1
B006MONQMC,"YUMMY! I can't even believe how delicious this drink is AND it gave me an amazing amount of energy.  Since energy drinks usually taste so bad, I was braced for the worst.  Imagine my delight when the drink tasted great.  I am such a big fan.  If you are looking for a drink that tastes great, boosts your vitamin C, and gives you ENERGY, look no rrather!  Vitamin Squeeze is the best!",1,1
B006MONQMC,"Yummy Great product! Tastes good, is healthy and doesn't have too much caffiene so that it makes you jittery. Only thing is I wishe it lasted longer. Because for me, with the caffiene in it I don't drink it every day and quite a bit of it will go to waste.",1,1
B006MONQMC,"About average, could be a lot better. There's suddenly been a lot of these different squeeze bottle drink mix's for bottled water pop up on the market. Some are good, some not so good. The main point that these started with was being a mix concentrate in a ""SMALL"" squeeze bottle that is ""easy to carry with you"" and use anyplace anywhere. They decided not to make this one as concentrated so it needs to be a much larger bottle. And even though it is a large bottle of mix, it still only holds enough for 24 servings. The same as the little bottle that MIO uses. It says on the bottle to use one squirt for every 8oz. of water. But it's really hard to tell when to stop squeezing the thing. I think what ever it is in the bottle that measures how much to release at one time in my bottle is broken. It's really hard to tell just how much to use and it doesn't seem to really have much true Fruit Punch ""flavor"" to it. It sure doesn't taste like any fruit punch I've ever had. It reminds me a lot of the old artificially sweetened Kool-Aid that they came out with a long time ago and used Saccharin in. It has that same Saccharin after taste that kinda sticks in the back of the throat along with a little bit of that vitamin taste.<br />  This is one that I doubt very much that I will be buying any of it in the future. There's just to many others that have a lot better flavor and in a far smaller bottle that's easier to use and take with you. I really hate to say it, but this one just isn't up there where it can compete with what's already on the market and available. Some people might like it, but for me its that Saccharin sweet, almost gagging after taste that just stay's in the back of my throat and wont go away that I don't like the most.",-1,1
B006MONQMC,"OK flavor, but requires you to use a lot of it to get any flavor. The flavor is OK but nothing special for this category of product. I have tried store brand powedered ones that taste better and are much less expensive. The label says 24 servings, but it requires using so much that you really don't endup getting 24 servings.<br /><br />The price is a bit high as well.",0,0
B006MONQMC,Mona Lisa Vitamin Squeeze Energy Drink is a great way to add vitamins and nutrition to plain drinking water. With just a few squeezes to water provide a delicious nutritional drink to quince your thrist and also provides vitiams for energy and a healthy drink. Great tasting and good for you.,1,1
B006MONQMC,"Average taste and pep Vitamin Squeeze isn't a bad for water flavoring, but it's not among my favs. I seem to have a hard time adjusting the flavor. It's either too weak or too strong,, but that's probably my fault adding the right amount for my taste. Still, the flavor, in my opinion,  is moderate at best. As for the energy, I understand it isn't an energy drink per se', but I've gotten more pep out of a can on Mointain Dew. However, it is nice that it's full of B vitamins and natural caffeine. All in all, I am not be a fan of Vitamin Squeeze, but if you like fruity favors and just a bit of kick, I suggest you give it a try.",0,0
B006MONQMC,"Vitamin Squeeze Vitamin Squeeze Water Enhancer is filled with vitamins and just a squeeze into one's water glass makes it not only healthy but flavorful. Yes it tastes like Hawaiian Punch and has sucralose, but it is easy for the person on the go. I would buy it and use it on a regular basis, especially since I drink a lot of water!",1,1
B006MONQMC,"A decent sugar substitute Vitamin Squeeze Energy Drink is a highly concentrated additive that can be mixed with water to create a sweet drink that gives you a does of vitamins as well.  The fruit punch flavor is pretty tasty and a much healthier alternative to the sports drinks and powdered sugar mixtures that are my usual.  The bottle is very handy indeed and is perfect for adding just the amount of flavor you desire.  The plastic bottle yields to pressure in small increments, allowing great control over how many squeezes os Vitamin Squeeze come out.  I find 1-2 squeezes for every cup of water is plenty. Has having a glass or two of VS-infused water (and occasionally lemonade, which is a DELICIOUS mixture) improved my health or energy?  Can't really say, but I've gotten a lot of mileage out of the small bottle I received so I'd have to say that it is worth it for somebody who primarily drinks water rather than the unhealthy sucrose-laden concoctions to try this product for the sake of having some variety of flavor and the bonus supplemental vitamin content.  But if you are happy with guzzling Pepsi, Red Bull, and Kool-Aid, then this is probably going to be a bit pricey for you.  My verdict on Vitamin Squeeze Energy Drink: recommended for anybody on a health kick, but not so much if you are looking for an energy boost or something sugary to chug.",0,1
B006MONQMC,"A Nice Water Enhancer Water is nice and much healthier than the alternative but sometimes it is nice to have an extra kick to the plain water.  Vitamin Squeeze is different than other water additives because of, well, the vitamins.  It boasts Vitamins C, B3, B5, B6, and B12, Caffeine, something called Taurine and of course what drink these days would not complete with Electrolytes, whatever those are.  And it does seem to be working because I have notice I have not have as many of those mid-afternoon sluggish feeling since adding it to my lunch water and there is no crash associated from drinking.  It took me a little over a month of near daily use the whole bottle which is good because the packaging says for the best quality to use within thirty days after opening.<br /><br />With the vitamin Squeeze in the water, it kind of taste like the Gatoraide Fruit Punch.  But the biggest problem with the product is getting the right amount of additive into the water.  Not get enough in and the drink tastes watered down (naturally) and put too much in and it taste almost like medicine.  But unlike other water enhancers on the market which just sits in the bottom that you have to stir up, I never needed to stir the Vitamin Squeeze.  If you are looking for a little extra with your water, this is worth a try.",1,1
B006MONQMC,"Boost your water with this tasty addition Since I force myself to drink about a gallon of water a day, I'm always looking for ways to add flavor to my water just to change things up.<br /><br />I really liked this Vitamin Squeeze Energy Drink as it added just enough flavor, but also provided some vitamins. I really like that it's all natural, has zero calories, and zero carbs. There's also zero sugar added. It's a very light fruit punch flavor, which I really like since it's not overpowering and sugary like Kool-Aid. You only need one squeeze for a glass of water and the bottle design does make it pretty easy to be mess-free.<br /><br />Once opened, you have to keep it in the fridge, but it's so easy to keep this on your door and grab it every time you have a glass of water. I also use Emergen-C, but like this as an alternative because it's more of a light flavor.<br /><br />I can't wait to try some of the other flavors.",1,1
B006MONQMC,Tasty This liquid vitamin is pretty tasty. I thought it made my water taste like watered down Crystal Light. My kids also liked that it made their water turn pink and gave it a faint sweet taste.  It's not overwhelming in sweetness or vitamin in taste. I could not detect the vitamins at all. The only downside is that it requires refrigeration after opening.,1,1
B006MONQMC,"Vitamin Squeeze Tastes Great When Added to Tonic Water and Ice! Update on June 23, 2012:  I just discovered that Vitamin Squeeze tastes great when added to tonic water and ice.  (See the photograph that I have posted on this website.)  It reminds me of the fruit punch one drinks at a reception for a wedding, graduation, anniversary or other special event.  Tonic water costs about the same as bottled water.  Buy the generic brand.  Tonic water is carbonated water that is usually sweetened with fructose corn syrup, the same sweetener that is used in fruit drinks.  Vitamin Squeeze and tonic water is still healthier than sodas.  The brand of tonic water that I buy has 90 calories per serving.<br /><br />*******************************<br /><br />I suffer from chronic sinusitis; therefore, I shouldn't drink carbonated sodas because they increase my sinus congestion.  Another good reason why I shouldn't drink them is because I am prone to cavities.  However, I get tired of drinking only water.  Fortunately, my dentist recommended that I drink flavored water.  Normally, I use the MIO Liquid Water Enhancers.  My favorite flavor is the MIO Sweet Tea [<a href=""http://www.amazon.com/gp/product/B004E4HUMY"">MIO Sweet Tea, 1.62-Ounce (Pack of 4)</a>].  It tastes like real ice tea whereas the other flavors remind me too much of the artificial, sugary-sweet Kool-Aid products I drank as a child [<a href=""http://www.amazon.com/gp/product/B001EQ50U4"">Kool-aid Tropical Punch Soft Drink Mix, 82.5-Ounce Canisters (Pack of 2)</a>].<br /><br />  I was excited to receive the Vitamin Squeeze Water Enhancer from the Amazon Vine Program.  I'm been using it faithfully for over a month.  First of all, it reminds me very much of the MIO products.  However, whereas the MIO products are more travel-size, the Vitamin Squeeze is more suitable for home use.  Vitamin Squeeze's larger 12 ounce size is more economical than MIO's 1.62 ounces.  I work at a shipyard where the water tastes foul.  I usually bring my own drinking water into the office.  I purchase various sizes of Deer Park water as shown in the photograph I've posted on this website.  Before I leave home for work, I squirt three drops of the Vitamin Squeeze into the 500 ml bottle or five drops into the 750 ml one.  The fruit punch flavor is a pleasant respite; however, when my bottle of Vitamin Squeeze is empty, I plan on buying the peach green tea flavor [<a href=""http://www.amazon.com/gp/product/B006MONQP4"">Vitamin Squeeze Energy Drink, Peach Green Tea, 12-Ounce (Pack of 4)</a>].<br /><br />  Unlike soft drinks, a serving of Vitamin Squeeze has 120% RDA of Vitamin C.  (A serving size equals one squeeze per eight ounces of water.)  Vitamin C is a natural antibiotic that boosts your immune system and helps ward off flus and colds and fight infections, such as a sinus infection.  Each serving also has 40 mg of caffeine which is about equal to that of a soft drink.  However, instant coffee has 65 to 100 mg of caffeine per eight ounce serving; brewed coffee has 80 to 135 mg; and Starbucks Grande Coffee (16 oz) has a hefty 330 mg.  The Vitamin Squeeze has Vitamins B6, B5, B3 and B12 (40% RDA of each), which give you energy.  Honestly, I haven't noticed any difference in my energy levels since drinking this product.  If you want to increase your energy level, the best thing you can do is get more sleep at night.  There are also zinc and chromium (10% RDA), which also boost your immune system.  Like Gatorade, the Vitamin Squeeze also contains electrolytes which aid in recuperation after exercising, especially jogging.<br /><br />  I store my Vitamin Squeeze in my refrigerator in order to maintain freshness.  The first couple of weeks I noticed red stains on the bottom of the refrigerator shelf.  However, using a soapy sponge, I was able to easily wipe them away.  The bottle is comfortable to grip while quickly squirting drops into the Deer Park containers.  I cap the bottles and shake them and the water enhancer is easily dispersed throughout the water.  There is not a horrible aftertaste.  I am reminded of the Kool-Aid I drunk as a child.  Nevertheless, the Vitamin Squeeze is a healthier, more economical alternative to soft drinks.  It is good to use in large bottles of water that you plan to take to work, church or the gym.  Bottled water always comes in handy when I'm walking through my apartment complex or rehearsing in choir.  (I've also sipped on water that was enhanced with Vitamin Squeeze while I relaxed in a bubble bath.)  It is wise to keep a bottle of Vitamin Squeeze at home and at work.  For traveling to restaurants, church, social gatherings, etc., then I recommend the smaller MIO products; they fit easier inside one's purse or backpack.<br /><br />Joseph B. Hoyos",1,1
B006MONQMC,"Vitamins, flavor and caffeine. What more could you want? Vitamin Squeeze Energy Drink, Fruit Punch, 12-Ounce (Pack of 4)<br /><br />If you've ever tried a Mio you get the idea of what this product is. It is a liquid that you squeeze into a water bottle to flavor up the water and add some benefits. In this case you get some Vitamin C and a whole bunch more vitamins and caffeine. That last one is a deal breaker for a lot of people. Why they included it is a choice they made. If you want the extra jolt, you can have it; if not maybe the <a href=""http://www.amazon.com/gp/product/B004E4ADKU"">MIO Fruit Punch, 1.6-Ounce (Pack of 4)</a> product is better.<br /><br />As far as taste, it's OK. The idea of a ""squeeze"" as a measure is not an easy thing to replicate. First you need room in the bottle you're squeezing into. It the bottle has too much water, better sip a bit off the top. It seems this product needs more liquid added then the Mio to get a similar strength. Then again the bottle is about four times as large as the signature Mio bottle. Not very portable, it's more for home use. It also needs refrigeration after opening. I added what I thought was a good squeeze and wound up with a dark pink colored drink. It tasted OK, sort of like a red Popsicle. I wanted more so after drink it down a bit I added more to get a more red, red. This tasted better to me, more fruit punchy.<br /><br />Over all I liked it but thought the Mio was a better choice for portability and concentration. It's still a good choice to have around the house for a quick boost of vitamins and flavor. Also, a bit of caffeine if you so desire.",1,0
B006MONQMC,"Yuck I drink a lot of Mio's fruit punch, and I thought I'd give this a try, combining the calorie free flavoring along with much needed vitamin C.<br /><br />It disappointed.<br /><br />The flavor is somewhat fruity, but not particularly close to the usual ""fruit punch"" flavor.  The taste of the added vitamins is more pronounced than anything but sweet.  It leaves an unpleasant aftertaste in your mouth too.<br /><br />I use water flavoring to encourage more consumption of water, but this bombed out.  It doesn't help that it requires refrigeration either--I like to take the flavoring with me to add to water wherever I am, whether bottled water or tap water. The container is as large as a baby bottle, and it takes a larger quantity of this flavoring to do the trick than that of Mio.<br /><br />I'll stick to Mio for its refrigerator-free portability, small containers, and higher concentration of flavor.",-1,-1
B006MONQMC,"I will stay with Mio.  Strong artificial taste I have tried many different types of water flavoring products, I was looking forward to trying another option.  My current favorite is Mio but is a little pricey if you do not get it on sale.<br /><br />The idea of adding flavor and maintaining 0 calories is also a bonus.  In order to get the flavor to my liking it takes multiple squeezes otherwise it tastes like a badly watered down kool-aid.<br /><br />The aftertaste of the flavoring is what I do not care for.  I realize the product artificial but it does not have to taste so artificial. If this was the only option on the market it is good enough to overcome this taste but with so many options I would not recommend this to friends and family.",-1,0
B006MONQMC,"Water Enhancement ~ No Yucky after taste. I thought the concept of this was awesome; anything to perk up my water.  The packaging it not as ideal for portability as MIO, but it has a way better flavor with much less of that yucky aftertaste. It is available in four flavors - (1) Acai, Grape, Pomegranate (2) Fruit Punch (3) Tropical Citrus and (4) Peach Green Tea.  Just a few squirts and I would have favor-enhanced water on the go.<br /><br />I received the Fruit Punch flavor to sample.  The flavor was consistent - 4 squirts in a 16oz bottle water was my typically usage and at this rate it will last a long...long time.",1,-1
B006MONQMC,"Quick, Easy, Tasty This is the easiest way to add nutrients to my bottled water and to help me get the daily intake of water that I need. I'm not good about drinking ""plain"" water each day and this little squeeze has really helped me to drink what I should. Great taste, great product!",1,1
B006MONQMC,"Taste is ok The best thing about Vitamin Squeeze Energy is that is isn't too sweet and I would describe it as a light fruity taste.  You can taste the diet sugar unfortunately and after using this for a couple of days, I simply felt no urge to want to add it my afternoon water.<br /><br />What we need is a product with natural juice extract that has no sugar or Sucralose but gives you the added benefits of this drink.",-1,0
B006MONQMC,Taste pretty good It tasted good and was easy to use. If you used too much it didnt taste very good and was best when mixed with other things. I liked it especially with diet 7-up. Again though you have to use the right amount because it had a chemically taste if you over did it by even just a little too much. It also will stain easily but if you are drinking any red beverage that should be expected. All in this was pretty good.,1,1
B006MONQMC,"Nice change from diet sodas At least Vitamin Squeeze has added nutrition.  My first impression was that there was a slight tang to the fruit punch flavor, and there is a subtle aftertaste.  However the aftertaste is not overpowering.  I tried it in 12 ounces of cold water and it took two squeezes to make it sweet enough for me.  I noticed some other reviewers were saying they're allowing their kids to drink this.  It's clearly written on the label that it's not for kids due to the high caffeine content.",1,1
B006MONQMC,"Tastes good, zero calories, nice kick of energy. The popularity of liquid concentrates, to add to water or seltzer, has been a god-send. It allows you to decide how intense a flavor to enjoy and puts that control in the consumer -- a wonderful thing when most beverages are cloyingly sweet or artificial tasting. It also has zero calories, which can make it a great asset for dieting or cutting down.<br /><br />The Vitamin Squeeze Energy Drink comes in an easy flip-top container; meant to be refrigerated after opening. It tastes fairly good, and has a good vitamin matrix: Vitamin C, B Complex, some caffeine, and a few other goodies.<br /><br />Now, the container itself instructs consumers to not use it in mixed drinks or in conjunction with alcohol but -- lettuce be cereal -- the stuff is made to be added to club soda and vodka. The kick of caffeine, though minor, is a great enhancer to a regular cocktail, and the flavor lends itself (though with zero calories!) to imbibement.",1,1
B006MONQMC,"Dreadful stuff We've used Mio and Crystal Light varieties of water enhancers and were excited to try something new.  Unfortunately, you must use a lot of this enhancer in order to adequately flavor your drink and even then it tastes an awful lot like bad Gatorade.  The fruit punch flavor is not very appealing and the resulting deep red beverage is so thick with food coloring that you can't see through it.  Stain city waiting to happen.  Maybe we're spoiled by Mio since a little of it goes such a long way your water still resembles water after you've flavored it.  You get a much bigger bottle with the Vitamin Squeeze but that's because you have to use so much of it.  It's just not very pleasant to drink.  We couldn't finish the bottle.",-1,-1
B006MONQMC,"Good Product but not for Me Vitamin Squeeze Energy drink tastes like a child's version of artificial fruit punch. It does provide more flavor to plain water but still not entirely sure that I'd choose it over lemon mixed with water. The directions say one squeeze per 8 ounces of water but depending on the pressure applied, you will get more or less with each application. Too little tastes bad and squeezing longer or with more pressure may go over the recommended dosage. Warning: this does effect the color of your urine.<br /><br />Also the purity of where these vitamins are obtained are questionable. We all know that  obtaining vitamins and minerals from whole food sources are the best, preferably unprocessed & raw/organic. Overall, I don't think I'd purchase this product because I did not notice more energy and it does interfere with my recommended daily vitamin intake, I could be over dosing!",1,0
B006MONQMC,"Just add a tiny bit... Wow, this stuff is sweet!  I would only add a tiny bit.  It has a distinctive fruit punch (think kids artificial not actual fruit) flavor and we didn't notice any extra energy from it.  I did let the kids try a sip & my 5 year old thought it was ""good & sweet (this was with very little added)"" but didn't want any more.  It has to be refrigerated once opened and is much larger than it's competitor Mio (about 4 times larger).  That said, I'm not a huge fruit punch fan so if you are this may be what you are looking for.",-1,1
B006MONQMC,"Like this product a lot I would have given this product 5 stars except for 2 problems: the description wasn't clear about which vitamins are in it, and there's no easy way to know if you've mixed the right amount of product in your water.<br /><br />The taste is pretty good for a vitamin drink. Yes, it has a slight vitamin taste but maybe I'm adding too much? The punch flavor isn't too sweet or overpowering. I really feel an energy boost when I drink this, so I'm sold on it. I also like that the bottle doesn't drip AT ALL when I use it, and it stands up flat on its flip top cap.<br /><br />Unfortunately, the only vitamins in it are C and several B's. Wish it had more or that I had known what was in it when I ordered it. Also, the directions say 1 ""squeeze"" per 8 oz water. How big of a squeeze? I have big strong hands. Are my squeezes delivering too much or too little vitamins to equal the ingredient statement? The bottle has little hashmarks on the outside wrapper that I assume measre a one ounce serving, but the bottle is totally opaic  - so ummmm how can you see what you use? If it wasn't a  vitamin supplement I wouldn't make a big deal of it. But this isn't a flavor-to-taste product so I think it's an important point.",1,0
B006MONQMC,"water with a murk to it is not my thing recently, i have been trying to find ways to get energy during the day that doesn't come from caffeine or soda. so when i saw this product, i thought i would give it a go. i tried it one morning in a bottle of water and i felt like i was drinking the dregs of melted ice cubes from a fruit flavroed beverage like kool-aid or crystal light. to add to this, i didn't feel the least bit energized. so i had my morning coffee a little later. i don't think this product is a total fail. a shot in a glass of orange juice might do a body wonders for waking up in the morning.",0,1
B006MONQMC,"Good on-the-go alternative to regular energy drinks This is a decent alternative to the traditional canned energy drinks. I don't think it's going to replace my preferred brand, but I still think I'll keep one of these in the fridge anyway. You basically squeeze some of this concentrated stuff into your water, stir it up, and you're done: your water has become a non-carbonated energy drink. The taste is comparable to Kool-Aid - in other words, it's not horrible, but it's far from great and has that fake sugary juice taste, but then again I don't think many people drink energy drinks for the taste so, well, I can deal with it for the convenience. You can decide your own dosage, so if you want it to be stronger squeeze in some more and if you want less you can make it a bit weaker. You can mix this in a glass of ice water and stir, or you can open a bottle of water, take a sip, squeeze in some of this stuff, close up the bottle and shake it, and you're done. In terms of the level of energy you get from these, your mileage will obviously vary, especially because you're in control of the dosage yourself here. I personally like this for when I'm not up for a full energy drink. I especially like it because I can mix up a bottle and then carry it around all day: I take a travel bottle, fill it to the top with ice, squeeze in some of this stuff and then fill the rest up with water. It's non-carbonated so it doesn't go flat, and the ice keeps it cool for a long time. It's very convenient, and I can forgive the Kool-Aid flavor because of that convenience.<br />(Word of warning: when you squeeze, the liquid jets out pretty strongly, so be careful - this stuff is very concentrated and bright red, you don't want it on your clothes. It splashes even worse if you squeeze it right onto ice, so again, just be aware when you fix your drink so you don't end up with bright red splatters on your clothing!)",1,1
B006MONQMC,"Tastes great, seems to be healthy with Vitamins, cap has issues Squeeze this into a glass of cold water makes a nice refreshing drink. All four of us like the taste - it is a lighter punch taste with no sugar or carbs. Don't mind taking vitamins this way.<br /><br />However the screw-top has some issues. After squeezing out once, I accidently put in the frig top down. The liquids leaked around the screw-top, but the seal at the mouth was fine.",1,1
B006MONQMC,"SodaStream alternative The flavor is labeled as fruit punch, and it bears a resemblance to Hi-C Fruit Punch, but not as sugary. With the recommended mixture, it tastes like watered-down Hi-C. If you add more, it tastes fruitier without becoming overly sweet. However, it doesn't taste very natural, again like Hi-C. There are no discernible fruit flavors. It's a vague sort of fruitiness, like Vitamin Water Zero.<br /><br />I also tried it with my SodaStream. The carbonation dulls taste buds, so the soda water needs a lot of syrup for full flavor.<br /><br />It claims to be an energy drink, but I didn't notice any boost in my energy.<br /><br />BOTTOM LINE: All in all, it's not bad, but it's not great. For people who dislike plain water, this makes it less boring without overwhelming you with fruit flavors or sugary sweetness. But if you need energy or something sweet, you should buy a can of soda-pop.<br /><br />SIDE NOTE: It was suggested to me that it might be okay for masking the off-flavors of cheap vodka. Not really my thing, but feel free to try.",0,0
B006MONQMC,"Bland and blander I can't fault the vitamin content, though I didn't necessarily feel an exhilirating boost after drinking it.  The problem for me was simply the fact that the flavor just isn't there.  There weren't enough squeezes in the bottle to make it worth my while.",-1,0
B006MONQMC,"Average Getting in your vities while quenching your thirst is a nice idea. Appreciation of flavor varies from person to person, but I thought that this punch flavor was ok. A definite minus is the bottle itself. There is no such thing as dependable dosing and it does not lock tightly after repeated use. For those insisting on ""natural"" the inclusion of food coloring and sucralose may be a problem.",0,1
B006MONQMC,"Defective bottle, staining red liquid I'm not sure if it was just my bottle that was defective, but the squeeze forced liquid out all over, spraying this highly-staining red liquid all over me, my counter, sink, etc. And trust me - it will stain anything it comes into contact with, including skin!  So frustrating.  On the positive side, it is tasty, reminds me of Kool Aid or Hi C, and I am glad that it does not contain aspartame. With this type of ""sports/energy"" drink, however, I do prefer actual sugar to feed my body while I am walking/running/hiking/working out.  (Sucralose is the sweetener used in this product.) The caffeine is a mild boost, 40mg per ""squeeze.""  You can adjust the squeeze to use as much or as little as you'd like, according to your taste and water bottle size (provided that your Vitamin Squeeze bottle is not defective).",-1,-1
B006MONQMC,"Strange Fruit Punch Kind of a weird fruit punch taste.  It's as if they haven't mastered the formula or the other ingredients are affecting the normal fruit punch taste.  The bottle squirts easily into a cup, and I've had no problems with leaks yet.  I've detected a little kick from this product so it does help a little.  Honestly I think tea has about the same kick for me compared to this product, and tea doesn't taste so artificial.  Price seems a little high too.",0,0
B006MONQMC,"sugary kool-aid In my opinion, you have to have a taste for this kind of drink. My wife tasted it and really didn't care for it. It definitely wouldn't be my first pick for an energy drink. It reminds me of an energy drink that we had for our football team. So, I would say you can definitely develop a taste for it if your willing to take the time for it. I wouldn't say it gave me a boost but to some it might. I wouldn't waste money on it again. Save the money and buy some  kool-aid.",0,-1
B006MONQMC,"Synthetic tasting, great packaging I thought this might would be a good, economical way to zazz up tap water or fizzy water. I like that it has vitamins & electrolytes, and that it has a lot of servings in a wee little package, making it very conveinient on fridge space. It was easy to dispense, includes a serving indicator on the side, and mixed in easily. But I found the flavor to be flat and synthetic tasting. I love diet coke, but that's about the limit to artifical sweeteners in my diet, so this might be a good choice if you drink a lot of artificially sweetened fruit drinks. However, if you only dabble in artifical sweeteners, you may find this bland, flat, and really fake tasting, like me.",-1,1
B006MONQMC,"good alternative to soda Vitamin Squeeze is an innovative all-natural water additive that infuses flavor, vitamins, and caffeine.  The bottle contains 24 squeezes which makes 24 8 ounce glasses of water.  Compared to similar vitamin infused water, you are saving about 50 cents per 16 oz bottle.<br />The fruit punch flavor tastes similar to sugar free kool-aid.  It is sweetened with sucralose and the ascorbic acid from the Vitamin C.  The concentrate is red and will stain your clothes and hands if you don't wash them right away.<br />Each 8 oz serving contains 120% Vitamin C, 40% Vitamins B6, B5, B3, and B12, and 10% chromium and zinc.<br />Does it really give you energy?  Hard to say, because so many other things can factor in, but I drink this at lunch and I do feel like I get a boost through the afternoon.  I have replaced my lunch time diet pop with this which I believe is a healthier alternative.<br />Overall this is a really cool product and healthy alternative to other energy drinks and pops.",1,1
B006MONQMC,"Good product, bad bottle The most important thing about this product is the flavour, so I'll knock out that first.  The initial comparison Vitamin Squeeze will draw in taste is to Kool Aid (and other fruit punches).  It actually tastes quite a bit like the regular red Kool-Aid, but not as sugary and nauseating.  It has a nice, pleasant Kool-Aid taste when used with the ""recipe"" on the bottle (which is one squeeze for every cup (8 oz) of water).<br /><br />The sweet taste is especially good for this reason: It's actually beneficial in a nutritional sense.  According to the label, Vitamin Squeeze contains 120% of your daily intake of Vitamin C along with different types of Vitamin B, Taurine, and electrolytes (like in Gatorade).  For this, it could be a good replacement to the typical fruit punches, sports drinks, etc., that so many kids have.  Vitamin Squeeze doesn't have all of the sugar and calories that those drinks have (which are some of the worst things you can give a kid).<br /><br />The label, in addition to the vitamin benefits, also claims some energy-drink qualities.  Well, it does have ""natural caffeine,"" but don't expect to get a Red Bull kick or anything like that.  I did notice an upkick in my post workout recovery though.  It may have been placebo, but it's worth noting if you want to treat this like a Gatorade replacement to replenish electrolytes after intense workouts.<br /><br />Now, for my only negative issue with Vitamin Squeeze: The bottle.  I'm hoping I received a dud with the packaging because, from the very beginning, it leaked from under the cap and left what looked like drips of blood all over my floor & countertops.  Since I do plan on trying this product again in the future, I'll update further if I have better or the same packaging.",1,1
B006MONQMC,"Nothing to Write Home About This seems like a decent enough idea. Squeeze your vitamins into your water bottle in delicious liquid form.<br /><br />I found that there is no clear definition of what a ""squeeze"" was, and considering that it involves vitamins that have clear daily recommended amounts AND caffeine, I would prefer that it be more clear about what a squeeze is.<br /><br />Taste-wise, it's ok, but nothing memorable that would bring me back for more. Also, if you prefer that your water taste more like juice, you will need more than one squirt of this product to accomplish that desire.<br /><br />Keep in mind that it needs to be refrigerated after opening, so it's not really portable.<br /><br />All in all, it's decent, but not anything to write home about.",0,0
